ensembl_id,gene_name,baseMean,TP317_vs_CONTR_log2FC,TP317_vs_CONTR_pvalue,TP317_vs_CONTR_padj
ENSMUSG00000000301,Pemt,235.89670014486506,0.3615818606669203,0.5166633090007651,0.8672531491172516
ENSMUSG00000000303,Cdh1,1201.5501428942296,-0.6904223190807796,,
ENSMUSG00000000305,Cdh4,2.657690153918913,5.355541417951817,0.24599943966568016,
ENSMUSG00000000308,Ckmt1,16.21696283007221,-3.428068005998606,0.036881861399683816,0.29450463135222255
ENSMUSG00000000317,Bcl6b,458.54425186559894,-2.636655723246156,0.0006251671036478737,0.026699432771231008
ENSMUSG00000000318,Clec10a,297.8650513270592,0.8345525516554616,0.1377992260389107,0.5368595847256805
ENSMUSG00000000320,Alox12,37.16801903984252,-1.0065944638824846,0.4606478093466323,0.838727027734865
ENSMUSG00000000325,Arvcf,309.6730304847688,1.0555536953330968,0.024043746373173212,0.23722106046818814
ENSMUSG00000000326,Comt,4352.878469979854,0.13532716132204906,0.7502556980844631,0.942845058484459
ENSMUSG00000000339,Rtca,2589.6260365217017,-0.7849112841195803,0.09247028413130023,0.45235418254531345
ENSMUSG00000000340,Dbt,1575.7533417065943,-0.2267342185816428,0.6550726307339871,0.919675200884702
ENSMUSG00000000346,Dazap2,14171.895787328342,0.32677149258585386,0.4338711510253124,0.8228338739725072
ENSMUSG00000000355,Mcts1,1444.5686225603183,-0.2793530114120038,0.5273450772990188,0.8724570508855944
ENSMUSG00000000359,Rem1,403.4241026442334,-2.7636582764982065,0.005858484337753568,0.10690695178042504
ENSMUSG00000000365,Rnf17,8.45494674587864,0.10939738664981968,0.966114699368976,
ENSMUSG00000000374,Trappc10,2715.7218882252396,-0.3635163971172553,0.47080718842460034,0.8430868043394631
ENSMUSG00000000378,Ccm2,2880.540459154997,0.523145620541402,0.22591982968111035,0.6527176856571189
ENSMUSG00000000384,Tbrg4,3117.3462169501595,-0.12017007160865147,0.810250202280379,0.9582878713042318
ENSMUSG00000000385,Tmprss2,236.1894297469276,0.42808170464451895,,
ENSMUSG00000000386,Mx1,2207.073048969628,2.5155264697100974,0.005072377424806155,0.09865938423129986
ENSMUSG00000000392,Fap,332.573647500238,-2.44774091655991,0.03182697993602803,0.2742754715922492
ENSMUSG00000000394,Gcg,1.423685605225366,-3.497338974771602,0.4683768893662146,
ENSMUSG00000000399,Ndufa9,7860.902691555694,-0.25419011065949304,0.6115546192679981,0.9050857083575645
ENSMUSG00000000402,Egfl6,13.06697659010132,7.652759931587651,0.021746462830701085,0.22492452218060519
ENSMUSG00000000409,Lck,1383.6771426868684,3.048547647810135,0.015208539875648354,0.18583515040726087
ENSMUSG00000000416,Cttnbp2,35.44060160432428,-0.19965000066276045,0.9026869075826945,0.9829236641613701
ENSMUSG00000000420,Galnt1,13235.598794427318,-0.5162724058558769,0.21384581378500211,0.6379924222974168
ENSMUSG00000000439,Mkrn2,2235.740089036336,-0.014773348898928467,0.9730168716110371,0.9945808750200906
ENSMUSG00000000440,Pparg,284.2082453515865,0.2659265731214748,0.7688530309733129,0.9488702165862916
ENSMUSG00000000441,Raf1,4193.402189281007,-0.061933574922947605,0.8841734527826632,0.97872583480232
ENSMUSG00000000486,Septin1,1032.167633807729,2.9233918194984243,7.38910051141441e-05,0.005785618276353663
ENSMUSG00000000489,Pdgfb,2043.1996132121335,-0.1532069809359812,0.8390167864978495,0.9654696742660853
ENSMUSG00000000530,Acvrl1,1287.7530959667833,1.465050667606898,0.022986179783653492,0.23245597084973782
ENSMUSG00000000531,Grasp,997.473866372817,-0.1092450435561909,0.8279676525910933,0.9631245456390349
ENSMUSG00000000532,Acvr1b,1900.7573670644513,-0.7017006414806918,0.12191414341118964,0.5081683955054239
ENSMUSG00000000538,Tom1l2,3932.3661453309187,-0.5971816762359636,0.19518666743576263,0.6174282932074393
ENSMUSG00000000544,Gpa33,101.20931065550538,1.21744908182129,0.6821810312175574,0.9276857912878912
ENSMUSG00000000552,Zfp385a,1008.6465489137679,1.444806264882009,0.0010413891063951611,0.03714150335699653
ENSMUSG00000000555,Itga5,11041.279157778928,-0.6293497719806734,0.15638299624401533,0.5644631167739564
ENSMUSG00000000560,Gabra2,10.027628309832666,-6.301903459513475,0.06633964436516265,
ENSMUSG00000000561,Wdr77,5446.874359597759,-0.47390044517204316,0.3043303643359814,0.7296717508060917
ENSMUSG00000000562,Adora3,166.93197239285018,2.6958376527833217,0.0008811507961686037,0.033271293479649314
ENSMUSG00000000563,Atp5pb,16351.986572523694,-0.3649913184393224,0.3805727925737068,0.78864934077989
ENSMUSG00000000567,Sox9,1539.736302241831,0.02237596415189627,0.972394639720562,0.9945808750200906
